time/fps,time/iterations,train/std,train/n_updates,train/entropy_loss,time/time_elapsed,train/learning_rate,time/total_timesteps,train/explained_variance,train/reward,train/value_loss,train/policy_loss
93,4700,1.033109426498413,4699,-42.04621505737305,251,0.0007,23500,-0.04064500331878662,1.6338413,4.101500511169434,-49.527503967285156
93,4800,1.034294843673706,4799,-42.079498291015625,257,0.0007,24000,5.960464477539063e-08,-0.19317874,4.223567008972168,-79.05406951904297
91,4900,1.0343713760375977,4899,-42.074310302734375,266,0.0007,24500,0.0,0.6882707,4.748197555541992,-84.43434143066406
91,5000,1.0329949855804443,4999,-42.03933334350586,272,0.0007,25000,0.0,0.96401346,2.0046801567077637,-45.81107711791992
91,5100,1.0355256795883179,5099,-42.107242584228516,279,0.0007,25500,0.0,-4.58433,19.81521987915039,-168.4184112548828
90,5200,1.0366547107696533,5199,-42.14227294921875,285,0.0007,26000,-0.0005956888198852539,0.11046086,138.20590209960938,-459.8600158691406
90,5300,1.0356875658035278,5299,-42.11817169189453,292,0.0007,26500,0.0,0.46084192,1.2803709506988525,-46.5412712097168
89,5400,1.03739333152771,5399,-42.16972351074219,301,0.0007,27000,-1.1920928955078125e-07,2.3473542,1.1065789461135864,26.573816299438477
89,5500,1.0378506183624268,5499,-42.18366241455078,308,0.0007,27500,0.0,-2.3809054,7.5323381423950195,90.71879577636719
89,5600,1.0377514362335205,5599,-42.17548370361328,313,0.0007,28000,0.0,-1.915718,19.436731338500977,-173.20895385742188
89,5700,1.0389025211334229,5699,-42.2089729309082,318,0.0007,28500,0.0,2.1251767,15.332588195800781,-149.9566192626953
89,5800,1.0408053398132324,5799,-42.26131820678711,323,0.0007,29000,0.0,0.9144304,14.771693229675293,135.4779052734375
89,5900,1.0426554679870605,5899,-42.30889129638672,328,0.0007,29500,0.0,0.47031137,4.203417778015137,-43.702659606933594
89,6000,1.0414007902145386,5999,-42.28236389160156,333,0.0007,30000,5.960464477539063e-08,-2.598765,2.3175785541534424,35.78914260864258
90,6100,1.043197512626648,6099,-42.32991027832031,338,0.0007,30500,0.0,-0.81759465,53.9671745300293,-291.33917236328125
90,6200,1.0427120923995972,6199,-42.31837844848633,343,0.0007,31000,0.0,-0.9477779,9.447998046875,112.15965270996094
90,6300,1.0412544012069702,6299,-42.27336883544922,348,0.0007,31500,1.1920928955078125e-07,-1.4012817,0.33807557821273804,-10.369239807128906
90,6400,1.0398838520050049,6399,-42.23438262939453,353,0.0007,32000,0.035764217376708984,-0.01704191,4.476060390472412,69.28761291503906
90,6500,1.043302059173584,6499,-42.332401275634766,358,0.0007,32500,0.0,2.3870943,10.714922904968262,85.75361633300781
90,6600,1.0466663837432861,6599,-42.4249267578125,363,0.0007,33000,0.0,-1.8839946,1.0062702894210815,-35.36415481567383
90,6700,1.0452795028686523,6699,-42.38652038574219,368,0.0007,33500,0.0,0.6948317,1.038159728050232,15.815155029296875
91,6800,1.0446357727050781,6799,-42.368221282958984,373,0.0007,34000,-1.1920928955078125e-07,-3.5982406,2.8559184074401855,-69.37223815917969
91,6900,1.0477643013000488,6899,-42.45245361328125,378,0.0007,34500,0.0,2.1240568,68.3209457397461,-331.6328430175781
91,7000,1.0491405725479126,6999,-42.49355697631836,383,0.0007,35000,-1.1920928955078125e-07,1.7746743,28.190494537353516,-175.685302734375
91,7100,1.0485212802886963,7099,-42.477970123291016,388,0.0007,35500,0.0,-0.5072749,6.933493614196777,101.66690063476562
91,7200,1.0483545064926147,7199,-42.47694396972656,393,0.0007,36000,-1.1920928955078125e-07,-2.4561543,3.7661895751953125,51.6024055480957
91,7300,1.0488380193710327,7299,-42.485496520996094,398,0.0007,36500,-0.0022596120834350586,0.98223776,55.00563430786133,-240.37255859375
91,7400,1.0508273839950562,7399,-42.531829833984375,403,0.0007,37000,0.0,0.7521144,6.309776782989502,95.46651458740234
91,7500,1.0520625114440918,7499,-42.56572723388672,408,0.0007,37500,0.0,4.577484,2.0456783771514893,-19.63972282409668
91,7600,1.0518890619277954,7599,-42.56199264526367,413,0.0007,38000,0.0,0.72924036,6.3880133628845215,-88.87664794921875
91,7700,1.0541292428970337,7699,-42.63058853149414,418,0.0007,38500,0.0,2.2449048,4.85730504989624,65.33695220947266
92,7800,1.0527563095092773,7799,-42.582489013671875,423,0.0007,39000,0.0,0.3366973,10.107711791992188,131.69308471679688
92,7900,1.0516241788864136,7899,-42.54372787475586,428,0.0007,39500,-0.0695730447769165,1.9189824,22.7325382232666,-183.17098999023438
92,8000,1.0505255460739136,7999,-42.51812744140625,433,0.0007,40000,0.0,-0.6902866,15.77332592010498,159.89669799804688
92,8100,1.0494381189346313,8099,-42.495513916015625,438,0.0007,40500,-2.682209014892578e-05,-2.605354,147.64076232910156,468.9892578125
92,8200,1.0507558584213257,8199,-42.533321380615234,443,0.0007,41000,0.05503523349761963,-0.17331322,10.104875564575195,-121.1020736694336
92,8300,1.0502402782440186,8299,-42.51237869262695,448,0.0007,41500,0.0,-0.36281767,5.9126129150390625,80.5220947265625
92,8400,1.050439476966858,8399,-42.5113410949707,453,0.0007,42000,0.00820082426071167,-0.07730321,0.47508367896080017,-22.822772979736328
92,8500,1.0503028631210327,8499,-42.510833740234375,458,0.0007,42500,-0.20645153522491455,3.8434603,213.67138671875,551.2759399414062
92,8600,1.0485132932662964,8599,-42.46550750732422,463,0.0007,43000,-1.1920928955078125e-07,-1.2778993,33.49118423461914,145.05889892578125
92,8700,1.0494250059127808,8699,-42.48505401611328,468,0.0007,43500,-0.015860795974731445,-3.7760365,26.73446273803711,200.1246795654297
92,8800,1.0496126413345337,8799,-42.48988723754883,473,0.0007,44000,-1.1920928955078125e-07,-0.14530873,1.048606276512146,-39.45301055908203
92,8900,1.0520234107971191,8899,-42.55381393432617,478,0.0007,44500,0.0,2.2074168,1.7072229385375977,21.501047134399414
93,9000,1.0519089698791504,8999,-42.545753479003906,483,0.0007,45000,0.0,0.03503318,2.3124608993530273,28.844751358032227
93,9100,1.0534892082214355,9099,-42.58694839477539,488,0.0007,45500,5.960464477539063e-08,3.9855635,2.9208576679229736,56.329063415527344
93,9200,1.0530165433883667,9199,-42.58039093017578,493,0.0007,46000,0.0,-0.06722507,1.2173842191696167,16.635860443115234
93,9300,1.0536599159240723,9299,-42.593299865722656,498,0.0007,46500,0.0,-1.3187917,8.673572540283203,97.33515167236328
93,9400,1.0554111003875732,9399,-42.6407356262207,503,0.0007,47000,0.0,2.725375,7.213247776031494,78.12275695800781
93,9500,1.0568840503692627,9499,-42.67176818847656,508,0.0007,47500,1.1920928955078125e-07,-1.5937,15.60914134979248,-106.86104583740234
93,9600,1.057195782661438,9599,-42.67591857910156,513,0.0007,48000,-1.1920928955078125e-07,-1.9712718,30.917287826538086,-198.29263305664062
93,9700,1.0547386407852173,9699,-42.613121032714844,518,0.0007,48500,0.0,0.50110006,9.416512489318848,12.535127639770508
93,9800,1.0566812753677368,9799,-42.67022705078125,523,0.0007,49000,0.0,-3.1144009,49.86066436767578,254.4010772705078
93,9900,1.0571383237838745,9899,-42.67790222167969,528,0.0007,49500,0.0,0.49354059,21.501192092895508,155.65176391601562
93,10000,1.0588104724884033,9999,-42.72304153442383,533,0.0007,50000,1.1920928955078125e-07,0.699013,4.98535680770874,70.51171112060547
