,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
121771,2020-07-02,AAPL,91.9625015258789,92.61750030517578,90.91000366210938,89.25042724609375,114041600.0,3.0,2.9120997132976782,91.82342781399154,80.82226768161394,62.807146256004586,104.54143495873343,33.335608525380636,83.68973439534506,77.5825574239095,27.68000030517578,6.8390778172964515
121772,2020-07-02,AMGN,252.8699951171875,261.4599914550781,252.8699951171875,233.37294006347656,3338000.0,3.0,4.879392516841307,228.11440874693,190.57783978822624,62.24284604723145,310.616317171281,51.669584487676715,207.1841608683268,208.06551615397134,27.68000030517578,6.8390778172964515
121773,2020-07-02,AXP,96.7699966430664,97.29000091552734,93.8499984741211,90.33028411865234,4239700.0,3.0,-0.5610186878660528,107.58058646639373,85.12311455289338,48.67228545787915,-67.02861395026403,2.0437437663523292,95.23501561482747,88.81591567993163,27.68000030517578,6.8390778172964515
121774,2020-07-02,BA,185.5800018310547,187.7899932861328,180.42999267578125,180.80999755859375,41792300.0,3.0,4.838368081560162,220.74713127500743,160.55787055604728,51.02235900141794,17.93794948183391,15.932919876883023,178.05533447265626,156.26800079345702,27.68000030517578,6.8390778172964515
121775,2020-07-02,CAT,128.25,130.33999633789062,127.19000244140625,118.77950286865234,2527500.0,3.0,1.308017249548925,126.84370009241701,110.11079667271972,53.81242823183758,50.54010820018135,16.8108104972179,116.40489857991537,110.53615214029948,27.68000030517578,6.8390778172964515
121776,2020-07-02,CRM,193.16000366210938,195.38999938964844,192.2899932861328,192.52999877929688,4200300.0,3.0,4.437455054636075,195.92066395219035,170.29933574263384,58.35378537774941,156.1620452522616,33.30449834273671,180.71133371988932,171.7394994099935,27.68000030517578,6.8390778172964515
121777,2020-07-02,CSCO,46.06999969482422,46.220001220703125,45.47999954223633,41.32155227661133,19632000.0,3.0,0.24569842820024235,43.44876172800132,39.30938951711587,52.998548091046,-12.416200377832583,6.6862511969721234,41.38552284240723,39.765833918253584,27.68000030517578,6.8390778172964515
121778,2020-07-02,CVX,89.37000274658203,90.36000061035156,88.16000366210938,76.50430297851562,5832800.0,3.0,-1.019566187472094,88.34249697683029,71.35925930979081,48.34484460354505,-81.61737148259772,9.086242134949162,80.17718938191732,77.97769088745117,27.68000030517578,6.8390778172964515
121779,2020-07-02,DIS,115.0,115.0999984741211,112.0,112.18000030517578,10312000.0,3.0,-1.021898500509451,126.3503420629133,106.19465763191091,48.67880018307504,-80.8398094981942,2.5133341962596636,117.37399978637696,111.56149978637696,27.68000030517578,6.8390778172964515
121780,2020-07-02,GS,202.5,203.0,197.1300048828125,182.59902954101562,2699400.0,3.0,0.35741327057255035,204.79153308571208,172.83787060081139,50.907145742417505,-29.572002462953858,8.630298368111593,187.1409698486328,175.99290466308594,27.68000030517578,6.8390778172964515
121781,2020-07-02,HD,251.94000244140625,252.3000030517578,247.9199981689453,230.08946228027344,3369800.0,3.0,2.1313072383978806,239.2938813179797,220.70818624793827,55.64500682572026,35.19795426627532,12.095169035684302,229.0891352335612,215.19604263305663,27.68000030517578,6.8390778172964515
121782,2020-07-02,HON,145.5800018310547,147.14999389648438,144.5500030517578,136.0693359375,2758500.0,3.0,-0.22614765629089106,151.02525315873913,125.57211622602647,50.46214780771201,-24.93508388481776,0.8821599464758698,138.09976908365886,132.14610290527344,27.68000030517578,6.8390778172964515
121783,2020-07-02,IBM,114.42638397216797,116.08030700683594,114.01529693603516,97.3121566772461,3919362.0,3.0,-1.0044525209337394,108.79189144305174,91.11101459332521,48.33885731442105,-59.75628246075232,4.727901538628336,100.32013244628907,99.02435925801595,27.68000030517578,6.8390778172964515
121784,2020-07-02,INTC,59.189998626708984,59.810001373291016,58.970001220703125,53.592628479003906,15578600.0,3.0,-0.5047351728782914,58.13416181667543,51.15291818515563,49.21185003269916,-70.33031473001245,8.42366741494277,55.270585759480795,54.40726216634115,27.68000030517578,6.8390778172964515
121785,2020-07-02,JNJ,141.25,141.83999633789062,140.3300018310547,129.31448364257812,5152200.0,3.0,-1.4376007770106867,136.06013419032328,125.5950682938076,47.466194056076226,-77.87288056300008,12.403376390204086,132.04656804402669,133.88427734375,27.68000030517578,6.8390778172964515
121786,2020-07-02,JPM,94.73999786376953,94.95999908447266,91.93000030517578,84.3057632446289,27845600.0,3.0,-1.109820537895132,101.01338427923025,78.44819332697091,47.0326609478803,-89.93558728021422,5.941266819116913,89.32241516113281,86.02359313964844,27.68000030517578,6.8390778172964515
121787,2020-07-02,KO,45.290000915527344,45.43000030517578,44.79999923706055,40.64164733886719,15111900.0,3.0,-0.3967714158858726,44.62560139897765,38.81749972101747,46.828452652273604,-75.1782919409997,12.141321439276622,41.76908874511719,41.4998415629069,27.68000030517578,6.8390778172964515
121788,2020-07-02,MCD,187.0,187.0,182.86000061035156,170.6072235107422,2690200.0,3.0,-0.7749242639795852,186.6213126052839,164.2966729293841,48.95294718075235,-68.52208222248917,5.2293908796743676,174.9965037027995,171.13115641276042,27.68000030517578,6.8390778172964515
121789,2020-07-02,MMM,157.6199951171875,158.8800048828125,156.4600067138672,137.4097137451172,1982800.0,3.0,0.46580723553009307,146.63494853905303,130.22145862647432,52.64227601686439,5.708408610858005,10.595340685581519,137.57303899129232,132.31955261230468,27.68000030517578,6.8390778172964515
121790,2020-07-02,MRK,74.97137451171875,75.67748260498047,74.63740539550781,67.82769012451172,6827825.0,3.0,-0.23048749936690172,70.8051592504507,62.894429525184066,51.01534311967743,21.267139390576954,11.401505077461335,67.10280914306641,67.6317253112793,27.68000030517578,6.8390778172964515
121791,2020-07-02,MSFT,205.67999267578125,208.02000427246094,205.0,200.26353454589844,29315800.0,3.0,5.153303914617538,201.9585750160996,178.09460338966215,61.85017112318822,146.8383836414349,36.16339893714001,185.94303080240886,178.69656194051106,27.68000030517578,6.8390778172964515
